u	v	similarity
577	4879	0.409091
578	591	0.154303
578	703	0.288675
578	1400	0.240192
578	2126	0.412479
578	3074	0.251976
578	3439	0.251976
578	3917	0.505181
578	4309	0.280056
578	4747	0.476290
578	4875	0.000000
579	861	0.349927
579	1093	0.349927
579	1126	0.440959
579	1223	0.291606
579	1545	0.317554
579	2151	0.511766
579	2250	0.000000
579	2360	0.654654
579	2525	0.377964
579	3096	0.000000
579	3134	0.408248
579	4190	0.000000
579	4698	0.423405
579	4797	0.466569
579	4817	0.345033
579	4928	0.000000
580	1020	0.350438
580	1260	0.473684
580	1546	0.381771
580	1933	0.127257
580	2011	0.245256
580	2057	0.000000
580	2439	0.000000
580	2683	0.190885
580	4268	0.377157
580	4683	0.315789
580	4784	0.236940
580	4841	0.000000
580	4843	0.183942
580	4892	0.254514
580	4918	0.183942
581	669	0.418258
581	760	0.397734
581	983	0.347945
581	1634	0.000000
581	1646	0.268917
581	1672	0.000000
581	1777	0.324971
581	1780	0.460287
581	1809	0.201688
581	1944	0.314027
581	1958	0.000000
581	2004	0.216647
581	2099	0.318896
581	2121	0.549030
581	2163	0.312505
581	2270	0.225494
581	2281	0.410481
581	2433	0.235302
581	2462	0.244316
581	2678	0.388276
581	2682	0.325713
581	2717	0.407556
581	2739	0.321044
581	2905	0.284179
581	2938	0.225494
581	2978	0.235521
581	3289	0.358409
581	3308	0.000000
581	3431	0.000000
581	3508	0.277564
581	3582	0.393654
581	3762	0.382739
581	3809	0.278356
581	3877	0.288863
581	3985	0.478345
581	4009	0.298609
581	4045	0.344447
581	4072	0.635634
581	4147	0.325472
581	4161	0.252604
581	4231	0.416346
581	4371	0.313150
581	4408	0.000000
581	4426	0.388276
581	4432	0.325472
581	4486	0.252755
581	4614	0.252604
581	4645	0.000000
581	4673	0.018054
581	4694	0.291111
581	4775	0.288863
581	4791	0.458632
581	4881	0.569576
581	4889	0.333076
581	4917	0.313150
581	4979	0.312505
582	591	0.345033
582	1400	0.286446
582	2041	0.000000
582	2118	0.266667
582	3074	0.394405
582	3163	0.487950
582	3227	0.000000
582	3439	0.169031
582	3662	0.389249
582	3914	0.375735
582	4210	0.244949
582	4309	0.500979
582	4682	0.375735
582	4747	0.243432
582	4760	0.466667
583	618	0.150756
583	664	0.391312
583	1217	0.417029
583	1253	0.401478
583	2615	0.363803
583	2951	0.447214
583	3155	0.000000
583	3282	0.000000
583	3619	0.360844
583	3779	0.301511
583	4476	0.250000
583	4643	0.294628
583	4743	0.000000
583	4973	0.088388
583	4987	0.316228
584	1059	0.357143
584	1140	0.385758
584	1177	0.453743
584	1364	0.308607
584	1408	0.503953
584	1711	0.400892
584	3077	0.524891
584	3593	0.514344
584	3737	0.428571
584	4185	0.524142
584	4860	0.251976
585	653	0.465667
585	662	0.365148
585	916	0.284268
585	996	0.250000
585	1586	0.000000
585	1692	0.500000
585	2510	0.000000
585	3048	0.412479
585	3184	0.000000
585	3224	0.298142
585	3237	0.533396
585	3509	0.426401
585	4003	0.204124
585	4039	0.566947
585	4302	0.333333
586	691	0.028039
586	749	0.289910
586	803	0.000000
586	924	0.425596
586	1002	0.399778
586	1051	0.425596
586	1188	0.377742
586	1321	0.480762
586	1329	0.000000
586	1333	0.468566
586	1376	0.367112
586	1551	0.449618
586	1576	0.441177
586	1642	0.433093
586	1656	0.403823
586	1663	0.412082
586	1717	0.372742
586	1799	0.479593
586	1846	0.430007
586	2016	0.788607
586	2055	0.582772
586	2278	0.380970
586	2282	0.441177
586	2292	0.527137
586	2307	0.366463
586	2348	0.368577
586	2553	0.515550
586	2566	0.518019
586	2626	0.826001
586	2789	0.320508
586	2804	0.425596
586	2883	0.440534
586	3036	0.472690
586	3317	0.274721
586	3369	0.403823
586	3572	0.538772
586	3577	0.342873
586	3677	0.576914
586	3678	0.274721
586	3858	0.460721
586	3921	0.000000
586	4151	0.000000
586	4160	0.515102
586	4357	0.399778
586	4361	0.485643
586	4463	0.565711
586	4630	0.733155
587	899	0.245145
587	1050	0.330719
587	1982	0.000000
587	2045	0.187500
587	2126	0.000000
587	2575	0.172062
587	3319	0.333333
587	3579	0.079057
587	3695	0.266501
587	3700	0.193649
587	4684	0.193649
587	4968	0.250000
588	897	0.474342
588	1269	0.527046
588	1636	0.507093
588	2573	0.158114
588	2797	0.000000
588	3295	0.474342
588	3575	0.400000
588	4104	0.353553
588	4291	0.273861
588	4405	0.395285
589	958	0.000000
589	1286	0.312500
589	1335	0.363803
589	1368	0.500000
589	1611	0.333333
589	1808	0.303170
589	1835	0.360844
589	2086	0.472456
589	3854	0.391312
589	4097	0.447214
589	4132	0.606339
589	4380	0.381881
589	4645	0.478714
589	4709	0.505181
589	4726	0.417815
590	1407	0.241747
590	1454	0.263181
590	1587	0.376889
590	1820	0.000000
590	3220	0.376889
590	3267	0.564076
590	3632	0.426401
590	3799	0.000000
590	4721	0.440386
590	4870	0.440086
591	611	0.241747
591	1626	0.571429
591	2126	0.490990
591	2545	0.462910
591	3147	0.512823
591	3163	0.505076
591	3282	0.000000
591	3914	0.453743
591	4210	0.338062
591	4309	0.583383
591	4682	0.518563
592	645	0.251259
592	753	0.000000
592	784	0.266501
592	1030	0.000000
592	1298	0.186097
592	1313	0.195646
592	1422	0.202260
592	1486	0.000000
592	1722	0.209061
592	1728	0.093048
592	1812	0.310253
592	2139	0.000000
592	2456	0.277133
592	2578	0.379534
592	3206	0.077850
592	3351	0.118262
592	4207	0.174078
592	4251	0.186097
592	4598	0.118262
592	4984	0.186097
593	1037	0.244949
593	1096	0.258199
593	2187	0.283981
593	3186	0.149071
593	3337	0.197814
593	3756	0.000000
593	4362	0.352332
593	4410	0.223607
593	4894	0.290191
594	609	0.447214
594	1128	0.416667
594	3309	0.306186
594	3453	0.385758
594	4096	0.451848
594	4107	0.372678
594	4319	0.308607
594	4764	0.400320
594	4790	0.589256
594	4975	0.372678
595	794	0.173205
595	840	0.149071
595	1257	0.064550
595	2491	0.071611
595	2916	0.125245
595	3034	0.331970
595	3123	0.000000
595	3437	0.129099
595	3794	0.000000
595	3798	0.077850
595	4951	0.236940
596	770	0.000000
596	838	0.533114
596	1231	0.667698
596	1345	0.529813
596	1521	0.000000
596	1582	0.000000
596	1650	0.445399
596	2156	0.596040
596	2181	0.613139
596	2633	0.516185
596	2903	0.651584
596	3461	0.551825
596	3511	0.533114
596	3656	0.484200
596	3663	0.509028
596	3746	0.572656
596	4099	0.572656
596	4417	0.484200
597	605	0.322329
597	811	0.233550
597	1317	0.000000
597	1405	0.319801
597	1670	0.356753
597	1859	0.295656
597	2747	0.261116
597	3601	0.000000
597	4157	0.226134
598	721	0.260643
598	854	0.312772
598	878	0.255377
598	1079	0.000000
598	1382	0.236779
598	1440	0.417752
598	1452	0.421350
598	1531	0.000000
598	2136	0.423338
598	2398	0.323029
598	2454	0.333623
598	2798	0.211472
598	2832	0.311188
598	2835	0.252861
598	2880	0.255377
598	2891	0.354650
598	2941	0.227508
598	3235	0.000000
598	3372	0.312772
598	4036	0.375905
598	4301	0.254385
598	4808	0.233126
599	1036	0.370479
599	1131	0.428571
599	1889	0.394405
599	2048	0.000000
599	2106	0.218218
599	2247	0.000000
599	2326	0.000000
599	3058	0.218218
599	3189	0.598785
599	3591	0.394405
599	4103	0.500626
599	4121	0.291606
599	4167	0.427960
599	4307	0.345033
599	4375	0.341565
599	4626	0.465242
599	4858	0.436436
599	4873	0.338062
600	1112	0.354459
600	1902	0.288231
600	2840	0.346688
600	3037	0.240192
600	3498	0.179969
600	3889	0.262071
600	3939	0.250873
600	4110	0.294174
600	4982	0.000000
601	617	0.288675
601	1350	0.437500
601	1919	0.000000
601	2021	0.490990
601	2386	0.450000
601	2395	0.485363
601	2543	0.000000
601	3137	0.426401
601	3540	0.226134
601	3863	0.485071
601	4116	0.573415
601	4491	0.000000
601	4820	0.000000
601	4939	0.387298
602	829	0.072739
602	1365	0.279145
602	1435	0.281718
602	1500	0.279399
602	1755	0.000000
602	2081	0.000000
602	2201	0.056344
602	2386	0.000000
602	2390	0.159364
602	2578	0.258977
602	2797	0.174964
602	2852	0.170400
602	3241	0.272772
602	3276	0.267261
602	3300	0.145479
602	4054	0.181568
602	4554	0.188982
602	4889	0.000000
603	656	0.195180
603	767	0.116642
603	968	0.125988
603	1100	0.000000
603	1388	0.116642
603	1634	0.100125
603	1695	0.054554
603	1836	0.000000
603	2185	0.000000
603	2320	0.277137
603	2966	0.145479
603	3154	0.154303
603	3655	0.158777
603	4050	0.142857
603	4565	0.000000
604	1678	0.215666
604	1681	0.000000
604	1695	0.294628
604	1716	0.282843
604	2022	0.083333
604	2042	0.196116
604	2176	0.201008
604	2260	0.166667
604	2274	0.136083
604	2807	0.000000
604	3957	0.184900
604	4342	0.201008
604	4834	0.136083
604	4876	0.216295
604	4963	0.162221
604	4999	0.142134
605	811	0.483046
605	1405	0.425210
605	1417	0.496292
605	1670	0.542105
605	1859	0.471728
605	1899	0.483046
605	2104	0.445823
605	2122	0.388922
605	2583	0.400892
605	3166	0.427618
605	3466	0.503953
605	3764	0.000000
606	690	0.000000
606	869	0.065795
606	1500	0.391159
606	1615	0.102869
606	1657	0.150188
606	1962	0.000000
606	2288	0.000000
606	2677	0.163663
606	2760	0.112687
606	2797	0.116642
606	3156	0.105851
606	3243	0.100125
606	3276	0.133631
606	3366	0.054554
606	3457	0.050063
606	3789	0.056344
606	4242	0.058321
606	4370	0.000000
606	4702	0.142857
607	748	0.000000
607	1089	0.214286
607	1634	0.183942
607	1678	0.122271
607	1681	0.167183
607	2274	0.077152
607	2320	0.271538
607	2465	0.154303
607	2718	0.138013
607	3432	0.178174
607	3814	0.133631
607	4541	0.267261
608	1142	0.302614
608	1584	0.318142
608	2090	0.266679
608	2494	0.196116
608	2505	0.160128
608	2837	0.000000
608	2975	0.286446
608	2993	0.318142
608	3159	0.230769
608	4123	0.000000
608	4457	0.250873
609	1902	0.000000
609	2601	0.387298
609	3309	0.182574
609	3427	0.414039
609	3453	0.414039
609	3770	0.389249
609	4048	0.451848
609	4096	0.577350
609	4749	0.286446
609	4764	0.501280
609	4790	0.632456
609	4975	0.533333
610	708	0.000000
610	927	0.230940
610	1004	0.102062
610	1061	0.210042
610	1507	0.123091
610	2056	0.258199
610	3035	0.182574
610	3934	0.000000
610	3975	0.000000
610	4264	0.195180
610	4785	0.000000
611	703	0.376889
611	1052	0.000000
611	2912	0.233550
611	3096	0.426401
611	3147	0.385695
611	3163	0.341882
611	3290	0.000000
611	3439	0.197386
611	3914	0.365636
611	4760	0.077850
612	1081	0.233550
612	1604	0.304290
612	1781	0.404520
612	1787	0.236940
612	2322	0.345033
612	2662	0.313112
612	2859	0.385337
612	3166	0.000000
612	3285	0.182574
612	4597	0.298142
612	4713	0.298142
612	4748	0.000000
613	1076	0.496904
613	1377	0.000000
613	1387	0.166667
613	1667	0.201008
613	1697	0.138675
613	1706	0.248452
613	1790	0.360041
613	1797	0.000000
613	1880	0.191180
613	1915	0.111111
613	1924	0.290957
613	2246	0.260875
613	2374	0.323575
613	2553	0.000000
613	2708	0.196419
613	2759	0.196116
613	2879	0.201008
613	2947	0.055556
613	2962	0.000000
613	3139	0.213201
613	3355	0.105409
613	3356	0.351763
613	3415	0.052705
613	3477	0.125000
613	3491	0.210819
613	3504	0.048113
613	3624	0.371580
613	3928	0.309524
613	4068	0.277778
613	4145	0.250000
613	4681	0.215166
613	4748	0.300000
613	4994	0.184900
614	1229	0.000000
614	1388	0.000000
614	1511	0.091287
614	1525	0.158114
614	1820	0.143839
614	1845	0.000000
614	1910	0.143223
614	2461	0.000000
614	2721	0.141421
614	2851	0.077850
614	2936	0.000000
614	3280	0.086066
614	3982	0.086066
614	4190	0.225924
614	4897	0.143223
615	656	0.000000
615	2285	0.187500
615	2400	0.336788
615	2500	0.000000
615	2917	0.196116
615	3067	0.150756
615	3636	0.187500
615	3646	0.057354
615	3653	0.267261
615	3883	0.234261
615	3994	0.375000
615	4388	0.000000
615	4395	0.188982
615	4396	0.226134
615	4642	0.294628
616	1024	0.000000
616	1034	0.448327
616	1092	0.341565
616	1578	0.207020
616	1696	0.390360
616	1893	0.402911
616	2255	0.400892
616	3471	0.000000
616	3748	0.129641
616	3775	0.245256
616	3780	0.358569
616	4069	0.402911
616	4504	0.395437
617	753	0.320256
617	2021	0.566947
617	3137	0.492366
617	3162	0.541736
617	3291	0.365148
617	3792	0.462910
617	3863	0.420084
617	3901	0.400320
617	4116	0.601929
617	4208	0.400320
617	4924	0.333333
618	722	0.000000
618	733	0.363636
618	842	0.385695
618	1134	0.385695
618	1403	0.402911
618	1564	0.261116
618	2778	0.000000
618	2951	0.269680
618	4987	0.381385
619	672	0.729946
619	692	0.591781
619	772	0.000000
619	776	0.324102
619	822	0.339550
619	950	0.245049
619	970	0.269069
619	1003	0.548795
619	1012	0.435432
619	1028	0.455150
619	1070	0.389490
619	1115	0.370479
619	1137	0.352941
619	1254	0.336336
619	1287	0.314414
619	1449	0.000000
619	1469	0.280056
619	1559	0.000000
619	1620	0.291692
619	1828	0.303170
619	1894	0.303170
619	2015	0.000000
619	2084	0.451869
619	2152	0.294118
619	2177	0.504184
619	2445	0.245049
619	2508	0.344016
619	2516	0.388922
619	2535	0.000000
619	2536	0.294118
619	2625	0.458349
619	2872	0.259281
619	2953	0.500948
619	3060	0.292509
619	3092	0.000000
619	3141	0.406745
619	3169	0.387816
619	3443	0.313112
619	3537	0.457540
619	3634	0.344423
619	3696	0.445132
619	3720	0.000000
619	3876	0.000000
619	3924	0.493058
619	3937	0.268438
619	3978	0.324102
619	4028	0.317554
619	4038	0.000000
619	4043	0.406745
619	4085	0.280056
619	4106	0.387816
619	4115	0.610591
619	4176	0.291091
619	4205	0.352941
619	4431	0.329073
619	4478	0.269069
619	4497	0.281801
619	4503	0.375735
619	4512	0.481267
619	4515	0.313112
619	4560	0.281801
619	4648	0.333486
619	4898	0.352941
619	4907	0.280056
619	4923	0.352512
619	4997	0.269069
620	1330	0.223607
620	1583	0.000000
620	3383	0.147442
620	3664	0.000000
620	4142	0.273861
620	4632	0.172062
621	957	0.286972
621	1165	0.375735
621	1937	0.000000
621	2023	0.258544
621	2190	0.000000
621	2252	0.242536
621	2427	0.438599
621	2497	0.134535
621	2942	0.297044
621	3281	0.201802
621	3388	0.361961
621	3669	0.148522
621	3698	0.140028
621	3723	0.073127
621	4471	0.285831
621	4981	0.181902
622	656	0.200000
622	1388	0.239046
622	1681	0.093250
622	2113	0.200805
622	2131	0.000000
622	2199	0.115470
622	2320	0.312379
622	2853	0.000000
622	3297	0.202260
622	3306	0.186052
622	3660	0.057735
622	3957	0.306970
622	4256	0.000000
622	4342	0.333712
622	4834	0.193649
622	4879	0.000000
623	1024	0.000000
623	1062	0.000000
623	1159	0.158777
623	1279	0.327327
623	1314	0.188982
623	1320	0.358569
623	1577	0.225374
623	1598	0.349927
623	1723	0.209980
623	1891	0.121046
623	1906	0.302614
623	1921	0.000000
623	2128	0.211702
623	2838	0.060523
623	3043	0.000000
623	4193	0.350438
623	4366	0.174964
623	4499	0.233285
623	4711	0.251124
623	4853	0.250313
624	727	0.245256
624	993	0.463586
624	1189	0.000000
624	2180	0.458831
624	2389	0.345857
624	2416	0.000000
624	2639	0.526316
624	2670	0.445399
624	2846	0.500773
624	3006	0.684211
624	3082	0.000000
624	3107	0.500626
624	3172	0.489116
624	3190	0.429198
624	3208	0.000000
624	3979	0.630893
624	4081	0.429198
625	939	0.239046
625	1439	0.084515
625	1843	0.000000
625	2090	0.367112
625	2494	0.188982
625	2522	0.233285
625	2701	0.161165
625	2706	0.200446
625	2975	0.310530
625	3009	0.178174
625	3471	0.138013
625	4457	0.080582
626	705	0.288675
626	893	0.344265
626	1156	0.521749
626	1937	0.509175
626	2584	0.356348
626	2766	0.000000
626	4165	0.447214
627	922	0.306186
627	2925	0.516047
627	3679	0.452267
627	3921	0.377964
627	4022	0.365148
627	4324	0.319801
627	4664	0.342997
628	1628	0.394771
628	2125	0.495434
628	2159	0.207514
628	2426	0.272727
628	2812	0.418121
628	2852	0.000000
628	3132	0.389249
628	3214	0.161165
628	3637	0.435194
628	3970	0.385695
628	4245	0.335936
629	720	0.351500
629	837	0.000000
629	905	0.273998
629	933	0.273998
629	1031	0.693528
629	1182	0.339441
629	1589	0.339441
629	1651	0.297409
629	1831	0.319173
629	2189	0.207950
629	2207	0.410365
629	2414	0.346977
629	2461	0.000000
629	2581	0.000000
629	2772	0.259938
629	2816	0.420600
629	3020	0.318981
629	3076	0.318981
629	3188	0.254686
629	3559	0.319173
629	3589	0.466372
629	3717	0.364769
629	3882	0.000000
629	3951	0.474579
629	4062	0.420600
629	4079	0.311925
629	4498	0.346977
629	4571	0.311925
629	4572	0.273576
629	4594	0.311925
629	4625	0.369898
629	4649	0.263625
629	4730	0.590301
630	634	0.388922
630	1106	0.285831
630	1110	0.370479
630	1149	0.445132
630	1552	0.242536
630	3094	0.363803
630	3182	0.194461
630	3276	0.000000
630	3424	0.250490
630	3711	0.306786
630	3904	0.400163
630	3986	0.000000
630	4011	0.000000
630	4922	0.201802
630	4933	0.388922
630	4965	0.428746
631	1222	0.000000
631	2086	0.400892
631	2355	0.294174
631	3854	0.316228
631	4097	0.316228
631	4380	0.308607
631	4627	0.196116
631	4645	0.307729
632	1908	0.333333
632	2089	0.396297
632	2125	0.000000
632	2560	0.348155
632	2686	0.397360
632	3055	0.346410
632	3079	0.174078
632	4144	0.387298
632	4304	0.000000
633	756	0.377964
633	978	0.444649
633	1113	0.261488
633	1234	0.158114
633	1367	0.000000
633	1503	0.196116
633	1661	0.222222
633	1683	0.308607
633	1928	0.285831
633	2046	0.157135
633	2696	0.263523
633	2769	0.000000
633	3697	0.130744
633	3952	0.182574
633	4026	0.298142
633	4050	0.000000
633	4757	0.196116
633	4767	0.226805
634	1106	0.251976
634	1149	0.306570
634	1590	0.000000
634	1759	0.000000
634	1888	0.214286
634	3094	0.400892
634	3144	0.267261
634	3424	0.207020
634	3600	0.000000
634	3904	0.251976
634	4965	0.283473
635	779	0.322749
635	1088	0.244949
635	1173	0.000000
635	1592	0.376867
635	2542	0.172133
635	3327	0.286446
635	3590	0.233550
635	3663	0.000000
635	4267	0.359573
635	4333	0.400000
635	4419	0.408248
635	4647	0.365148
636	967	0.071611
636	1389	0.167248
636	1604	0.000000
636	1661	0.261488
636	2148	0.069338
636	2213	0.307692
636	2234	0.115663
636	2243	0.000000
636	2469	0.230769
636	3416	0.209657
636	3584	0.121046
636	3697	0.076923
636	4767	0.106752
637	901	0.437500
637	1739	0.267261
637	2036	0.387298
637	2777	0.433013
637	3008	0.441261
637	3153	0.000000
637	3598	0.032275
637	3667	0.300000
637	4221	0.357217
637	4320	0.277350
637	4392	0.288675
637	4546	0.216506
637	4602	0.401478
637	4856	0.479186
638	895	0.420084
638	1135	0.000000
638	1555	0.400163
638	1807	0.424437
638	2218	0.453743
638	2825	0.488094
638	2902	0.420084
638	3202	0.153393
638	3839	0.242536
638	3932	0.476331
638	3950	0.303170
638	4262	0.000000
638	4273	0.438357
638	4523	0.259281
639	1259	0.355335
639	1542	0.172133
639	2397	0.356348
639	3716	0.000000
639	4792	0.192450
639	4879	0.213201
640	757	0.464238
640	1425	0.000000
640	1439	0.316228
640	1447	0.226134
640	1479	0.376889
640	1515	0.258023
640	2090	0.309061
640	2701	0.376889
640	2706	0.312500
640	2975	0.355023
640	3370	0.000000
640	4008	0.000000
640	4010	0.235702
640	4140	0.334077
640	4461	0.187500
641	1092	0.292770
641	1493	0.345033
641	1893	0.362620
641	2198	0.360041
641	2255	0.467707
641	2257	0.241747
641	2784	0.422577
641	2831	0.000000
641	3775	0.306570
641	4058	0.445823
641	4504	0.439375
641	4973	0.000000
642	975	0.416667
642	1166	0.000000
642	2036	0.223607
642	2169	0.361158
642	2412	0.435194
642	3008	0.396297
642	3691	0.340207
642	4316	0.348155
642	4392	0.388889
642	4602	0.132453
642	4856	0.425628
643	962	0.269069
643	1124	0.359937
643	1325	0.336581
643	1367	0.334497
643	1401	0.337963
643	2485	0.184900
643	3185	0.186052
643	4307	0.000000
643	4555	0.286251
643	4828	0.349531
643	4926	0.163178
644	986	0.155700
644	1144	0.071611
644	1149	0.236940
644	1233	0.355409
644	1694	0.000000
644	3094	0.193649
644	3182	0.276026
644	3387	0.000000
644	3424	0.333333
644	3682	0.223607
644	4687	0.414039
644	4922	0.143223
644	4965	0.456435
645	1313	0.216295
645	1500	0.301786
645	1640	0.058926
645	1812	0.342997
645	2456	0.350150
645	2578	0.363645
645	2677	0.176777
645	2714	0.000000
645	2852	0.184053
645	3366	0.176777
645	3440	0.201008
645	3457	0.162221
645	4525	0.125988
645	4754	0.272166
646	1044	0.545949
646	1096	0.445435
646	1275	0.218218
646	1329	0.341565
646	1618	0.377964
646	1789	0.328976
646	2187	0.548703
646	2294	0.263181
646	2587	0.000000
646	2667	0.314970
646	3082	0.317554
646	3090	0.423405
646	4194	0.394771
646	4211	0.408248
646	4362	0.526787
646	4385	0.394405
646	4668	0.370479
646	4802	0.000000
646	4894	0.450564
647	876	0.624038
647	920	0.692902
647	1901	0.654654
647	1985	0.573539
647	2623	0.709208
647	2920	0.625000
647	3230	0.505181
647	3649	0.577350
647	4089	0.649519
647	4704	0.625000
647	4712	0.545705
647	4738	0.648181
647	4956	0.710047
648	702	0.483494
648	737	0.190693
648	826	0.080582
648	1342	0.000000
648	1884	0.190693
648	2908	0.286039
648	3431	0.286039
648	3605	0.389249
648	4464	0.190693
648	4750	0.438763
649	712	0.000000
649	1087	0.503953
649	1311	0.457330
649	1411	0.400163
649	1581	0.527046
649	2087	0.298142
649	2396	0.000000
649	2493	0.372678
649	2592	0.340207
649	2770	0.000000
649	2860	0.166667
649	3387	0.426401
649	4128	0.554700
649	4206	0.497468
649	4634	0.440959
649	4686	0.668648
649	4778	0.408248
650	975	0.000000
650	1292	0.403604
650	1341	0.277350
650	1908	0.240192
650	2070	0.230769
650	2686	0.445399
650	2857	0.000000
650	3055	0.443760
650	3079	0.334497
650	4144	0.496139
650	4226	0.261488
650	4592	0.526235
651	1152	0.312019
651	1323	0.294628
651	2169	0.000000
651	2173	0.196116
651	2946	0.224065
651	3421	0.181902
651	3449	0.211289
651	3581	0.257248
651	3744	0.200446
651	3953	0.363803
651	3973	0.237171
651	4292	0.181902
651	4835	0.312772
651	4842	0.000000
652	1390	0.188713
652	1639	0.130744
652	2074	0.209657
652	2636	0.289157
652	3171	0.336336
652	4555	0.000000
652	4652	0.216574
652	4731	0.000000
652	4766	0.250873
652	4877	0.263117
653	662	0.417365
653	663	0.448322
653	707	0.299342
653	765	0.190500
653	916	0.379071
653	996	0.317500
653	1419	0.000000
653	1692	0.762001
653	1761	0.419079
653	2082	0.348695
653	2192	0.417365
653	2230	0.359211
653	2719	0.449013
653	3048	0.404112
653	3199	0.298881
653	3224	0.397573
653	3237	0.719101
653	3254	0.000000
653	3509	0.433224
653	3683	0.508001
653	3729	0.340777
653	4302	0.317500
653	4446	0.397573
653	4575	0.000000
653	4666	0.435607
653	4819	0.000000
654	1387	0.075378
654	1697	0.334497
654	1724	0.075378
654	2476	0.146254
654	2730	0.157459
654	3928	0.172292
654	4145	0.226134
654	4847	0.216225
655	884	0.429669
655	978	0.000000
655	1904	0.275241
655	2275	0.258199
655	2412	0.389249
655	2615	0.000000
655	2741	0.358057
655	2787	0.400000
655	3382	0.484544
655	3691	0.365148
655	4098	0.394405
655	4392	0.347833
655	4537	0.000000
655	4856	0.418763
656	939	0.000000
656	1205	0.050000
656	1678	0.238698
656	1822	0.177705
656	2113	0.200805
656	2217	0.195180
656	2320	0.283981
656	2465	0.043033
656	2718	0.230940
656	2966	0.223607
656	3149	0.000000
656	3154	0.105409
656	3256	0.064550
656	3432	0.149071
656	3655	0.271163
656	4342	0.238366
657	774	0.000000
657	940	0.395285
657	1119	0.458831
657	1204	0.467707
657	1294	0.000000
657	1522	0.000000
657	1666	0.360844
657	2142	0.316228
657	2630	0.346688
657	2780	0.312500
657	3238	0.545705
657	4189	0.467707
657	4991	0.000000
658	1760	0.278019
658	2211	0.235702
658	2801	0.210819
658	3337	0.000000
658	3489	0.000000
658	4783	0.347524
659	1104	0.255155
659	1346	0.279508
659	1839	0.235702
659	1972	0.223607
659	2164	0.000000
659	2288	0.285750
659	2474	0.138675
659	2964	0.213201
659	3081	0.375278
659	3196	0.272772
659	3326	0.242536
659	3538	0.336788
659	4949	0.129099
660	678	0.311400
660	1431	0.345033
660	2145	0.500979
660	2193	0.298142
660	2196	0.438357
660	2237	0.510113
660	2867	0.426006
660	3090	0.000000
660	3344	0.000000
660	3485	0.536745
660	3705	0.484544
660	4762	0.447214
661	853	0.181369
661	1057	0.285931
661	1071	0.237171
661	1207	0.122474
661	1213	0.182574
661	1294	0.335410
661	1303	0.238366
661	1390	0.322749
661	1616	0.303822
661	1627	0.372678
661	1639	0.298142
661	1815	0.322749
661	1843	0.447637
661	1905	0.202073
661	2074	0.418330
661	2181	0.000000
661	2228	0.219265
661	2568	0.285774
661	2671	0.395577
661	2690	0.253917
661	2817	0.153393
661	2896	0.237171
661	2963	0.136931
661	3099	0.000000
661	3106	0.282843
661	3668	0.247487
661	3782	0.211289
661	4033	0.210819
661	4087	0.219265
661	4443	0.000000
661	4467	0.383482
661	4482	0.253185
661	4601	0.000000
661	4652	0.518558
661	4746	0.329140
661	4751	0.143019
661	4777	0.210819
661	4800	0.306970
661	4823	0.202260
662	765	0.365148
662	1692	0.410792
662	1761	0.344265
662	1851	0.000000
662	2230	0.344265
662	3224	0.408248
662	3237	0.494413
662	3246	0.149071
662	3683	0.426006
662	4003	0.223607
662	4312	0.000000
663	1692	0.490290
663	2082	0.461538
663	2719	0.346688
663	3048	0.485363
663	3237	0.531085
663	3683	0.326860
663	4003	0.320256
663	4039	0.370625
663	4446	0.438529
663	4666	0.269069
664	1018	0.000000
664	1123	0.000000
664	1134	0.429058
664	1217	0.466252
664	1253	0.512989
664	1382	0.000000
664	1564	0.258199
664	1664	0.337100
664	2615	0.216930
664	2944	0.461880
664	3102	0.000000
664	3448	0.298142
664	3779	0.202260
664	4213	0.134840
664	4643	0.527046
664	4716	0.000000
664	4973	0.079057
665	797	0.087706
665	1646	0.143223
665	2121	0.344010
665	3289	0.254514
665	3508	0.177394
665	4045	0.314485
665	4072	0.225689
665	4614	0.134535
665	4633	0.000000
665	4715	0.226455
665	4791	0.177646
665	4917	0.222375
666	841	0.275863
666	946	0.000000
666	1041	0.405054
666	1181	0.291386
666	1443	0.133259
666	1846	0.000000
666	2173	0.161632
666	2183	0.240381
666	2240	0.291386
666	2329	0.146845
666	2371	0.198263
666	2430	0.233204
666	2444	0.199889
666	2583	0.000000
666	2710	0.165663
666	2791	0.207079
666	2819	0.212798
666	2856	0.157563
666	2946	0.386919
666	3212	0.175712
666	3229	0.146845
666	3235	0.400265
666	3260	0.190485
666	3334	0.256978
666	3377	0.215003
666	3402	0.177332
666	3421	0.133259
666	3449	0.348273
666	3712	0.438115
666	3744	0.220267
666	3759	0.306087
666	3820	0.319197
666	3833	0.194257
666	3892	0.206041
666	3964	0.173749
666	3973	0.173749
666	4030	0.266679
666	4263	0.266679
666	4292	0.266519
666	4400	0.171701
666	4406	0.118958
666	4422	0.000000
666	4520	0.388514
666	4759	0.359694
666	4769	0.000000
666	4812	0.274721
666	4835	0.257775
667	785	0.223607
667	877	0.149071
667	1698	0.230940
667	1718	0.207020
667	2010	0.149071
667	2968	0.121716
667	3268	0.300000
667	3348	0.179029
667	3478	0.000000
667	3518	0.288231
667	3521	0.244949
667	3532	0.110096
667	3828	0.071611
667	4802	0.207020
668	1165	0.286446
668	1234	0.000000
668	1361	0.369800
668	1943	0.263117
668	2023	0.236525
