u	v	similarity
1297	6968	0.4155813869
1297	7109	0.0630880298
1297	7386	0.4330595318
1297	7440	0.0364238910
1297	7460	0.4617570965
1297	7550	0.3970506942
1297	7660	0.5944257613
1297	8092	0.3265115742
1297	8213	0.0533191168
1297	8544	0.5281947246
1297	8593	0.3455473702
1297	8641	0.3154401489
1297	8965	0.3199147008
1297	9014	0.2748812498
1297	9032	0.3174055271
1297	9066	0.3555653106
1297	9100	0.4312691867
1297	9446	0.3851957531
1297	9476	0.4484414837
1297	9537	0.2838961340
1297	9542	0.0677674148
1297	9607	0.5463583647
1297	9608	0.3154401489
1297	9629	0.3879400887
1297	9962	0.3970506942
1298	1342	0.2721655270
1298	2000	0.2484519975
1298	2199	0.3228319990
1298	2531	0.2777777778
1298	3397	0.1539600718
1298	3691	0.4074074074
1298	3702	0.4199605256
1298	4287	0.2649064714
1298	4727	0.3481553119
1298	5857	0.3742275996
1298	6036	0.1987615980
1298	6083	0.1067521025
1298	6851	0.3210289416
1298	6953	0.2800560168
1298	7105	0.2981423970
1298	7604	0.2981423970
1298	8037	0.3333333333
1298	8648	0.2381448361
1298	9528	0.0473779370
1298	9700	0.0481125224
1299	2923	0.4082482905
1299	3043	0.3726779962
1299	3443	0.4622501635
1299	3482	0.1259881577
1299	3719	0.4216370214
1299	4509	0.5179323974
1299	5695	0.4868644956
1299	6316	0.3402069087
1299	6651	0.4264014327
1299	7001	0.1143323901
1299	7555	0.5303300859
1299	7589	0.3333333333
1299	8176	0.4762896722
1299	8687	0.3939192986
1300	1509	0.1336306210
1300	2556	0.1428571429
1300	5139	0.2760262237
1300	6343	0.5000000000
1300	7515	0.5128225941
1300	7593	0.5248906592
1300	8006	0.4285714286
1300	8515	0.5640760748
1300	8630	0.4629100499
1300	8861	0.1091089451
1300	8990	0.4830458915
1301	1309	0.4303314829
1301	3277	0.1195228609
1301	3808	0.4616902584
1301	5054	0.3464101615
1301	5104	0.4616902584
1301	5441	0.4152273993
1301	5455	0.1240347346
1301	5672	0.2886751346
1301	5851	0.5378528742
1301	6164	0.4382299106
1301	6169	0.3803194146
1301	6213	0.4338609156
1301	7765	0.3100868365
1301	8926	0.3796283012
1301	9327	0.0516397779
1302	1459	0.2727272727
1302	1763	0.2771326539
1302	3467	0.3249182166
1302	3474	0.3481553119
1302	5535	0.2514778454
1302	7322	0.1556997888
1302	7550	0.3768891807
1302	9476	0.2766857855
1303	1319	0.2721655270
1303	1772	0.2571722499
1303	2142	0.1666666667
1303	3006	0.4573295604
1303	3833	0.0907218423
1303	3861	0.4124789557
1303	6104	0.1889822365
1303	7172	0.3086066999
1303	7457	0.3487429162
1303	8097	0.1081476141
1303	8216	0.3689323937
1303	8596	0.2721655270
1303	9015	0.2886751346
1303	9070	0.2614881802
1304	1404	0.3380617019
1304	1909	0.1058512248
1304	1920	0.1815682598
1304	4026	0.1889822365
1304	4313	0.3415650255
1304	4796	0.2672612419
1304	4889	0.2070196678
1304	5378	0.2253744679
1304	5805	0.3359684205
1304	6117	0.2182178902
1304	6485	0.2253744679
1304	7068	0.3450327797
1304	7471	0.2916059218
1304	7611	0.1889822365
1304	7837	0.3175536744
1304	8493	0.2332847374
1304	8533	0.2909571870
1304	9572	0.1973855085
1305	2011	0.3131121455
1305	2228	0.1533929978
1305	3294	0.1176470588
1305	3974	0.2117024496
1305	4524	0.3396178054
1305	5093	0.4200840252
1305	5332	0.3977058393
1305	7004	0.2800560168
1305	7178	0.4551495637
1305	8885	0.3575992699
1305	8910	0.2800560168
1305	8950	0.3757345747
1305	9480	0.1143323901
1306	1680	0.2979397858
1306	1720	0.4123930494
1306	2181	0.4057513356
1306	2205	0.6405126152
1306	2229	0.3475240234
1306	3765	0.1443375673
1306	5877	0.3411441196
1306	8549	0.3535533906
1306	9127	0.2979397858
1306	9354	0.4166666667
1307	2593	0.5000000000
1307	2919	0.3418817294
1307	3020	0.5779204918
1307	3078	0.4264014327
1307	3809	0.6145098678
1307	4321	0.4653789210
1307	4993	0.5402954672
1307	5247	0.4351941399
1307	6024	0.4906997461
1307	6654	0.5128225941
1307	6834	0.1100963765
1307	7270	0.5170876900
1307	7414	0.5142594772
1307	9379	0.5170876900
1307	9527	0.4750845495
1308	1529	0.5735393347
1308	2580	0.4364357805
1308	2959	0.3818813079
1308	3677	0.4461089081
1308	4055	0.2795084972
1308	4966	0.4743416490
1308	5970	0.4008918629
1308	6746	0.1336306210
1308	7717	0.4714045208
1308	7854	0.4330127019
1308	8283	0.5457051563
1308	8433	0.5466081666
1308	8562	0.5103103631
1308	8696	0.1147078669
1309	1339	0.4513354669
1309	1383	0.5855400438
1309	1784	0.3888888889
1309	1819	0.3734080224
1309	2484	0.3042903097
1309	3808	0.5298129428
1309	4097	0.3975231960
1309	5104	0.5298129428
1309	5441	0.4645820984
1309	5644	0.4667600280
1309	5851	0.4114755999
1309	5910	0.0555555556
1309	6164	0.6092717958
1309	6169	0.6910233191
1309	6446	0.3481553119
1309	6555	0.4114755999
1309	6907	0.5000000000
1309	7937	0.5773502692
1309	8171	0.4529108137
1309	8173	0.4803844614
1309	8926	0.4200840252
1309	9212	0.0769800359
1309	9382	0.1067521025
1309	9526	0.0477409916
1310	1331	0.4140393356
1310	1397	0.3662335104
1310	1489	0.2545875386
1310	1579	0.4321358157
1310	1890	0.3144854510
1310	2138	0.0698856558
1310	2144	0.4465958969
1310	2220	0.5416138323
1310	2645	0.2535462764
1310	2696	0.3757476535
1310	2986	0.2182178902
1310	3155	0.3299144395
1310	3167	0.0650600049
1310	3275	0.3361227822
1310	3606	0.4722250689
1310	3815	0.3253000243
1310	4377	0.3972360154
1310	4506	0.3574073095
1310	4537	0.3662335104
1310	4551	0.3574073095
1310	4965	0.1951800146
1310	5593	0.0629940788
1310	5652	0.6464599352
1310	6047	0.3903600292
1310	6056	0.2182178902
1310	6140	0.2939723679
1310	6218	0.3468439878
1310	6400	0.3760507165
1310	6525	0.3367175149
1310	6561	0.3030457634
1310	6585	0.5044296328
1310	6794	0.3253000243
1310	6810	0.0727392967
1310	6948	0.2834733548
1310	6977	0.4694579006
1310	6982	0.3662335104
1310	7055	0.2909571870
1310	7302	0.3179403222
1310	7577	0.4454354032
1310	7709	0.2672612419
1310	7806	0.4523809524
1310	7853	0.3757476535
1310	7974	0.3361227822
1310	8010	0.5724197752
1310	8040	0.0650600049
1310	8098	0.3038948706
1310	8127	0.3418817294
1310	8146	0.3706246583
1310	8231	0.4583492485
1310	8305	0.3563483225
1310	8400	0.3662335104
1310	8457	0.4157397096
1310	8609	0.2795426231
1310	9287	0.5111012520
1310	9421	0.3253000243
1310	9694	0.4763834873
1310	9793	0.3972360154
1310	9837	0.3144854510
1311	2382	0.3619613830
1311	2451	0.3283947887
1311	2470	0.2272727273
1311	3132	0.1034175380
1311	3566	0.1348399725
1311	4219	0.4290581652
1311	5235	0.3619613830
1311	5982	0.4276686017
1311	6390	0.0978231976
1311	6658	0.2860387768
1311	6740	0.3015113446
1311	7027	0.4264014327
1311	7715	0.1034175380
1311	7973	0.3015113446
1311	8045	0.3411211462
1311	9019	0.3953477463
1311	9157	0.4082482905
1311	9470	0.3481553119
1311	9552	0.3947710170
1312	2103	0.4216370214
1312	2338	0.2886751346
1312	2451	0.4573295604
1312	2924	0.3162277660
1312	3181	0.3162277660
1312	3729	0.0758098044
1312	4814	0.3750000000
1312	5700	0.1054092553
1312	5982	0.4409585518
1312	6114	0.4364357805
1312	6719	0.4592793268
1312	7027	0.4592793268
1312	7224	0.3746343246
1312	7372	0.3563483225
1312	8170	0.3402069087
1312	8465	0.0890870806
1312	8556	0.3830654388
1312	9019	0.4055535528
1312	9157	0.4264014327
1312	9552	0.4094615124
1313	1511	0.1259881577
1313	2348	0.5833833512
1313	5012	0.3223291856
1313	5937	0.3706246583
1313	6137	0.3668996929
1313	6214	0.4677071733
1313	6669	0.5459208337
1313	6697	0.4285714286
1313	7392	0.1380131119
1313	9520	0.4029114820
1314	1448	0.5965587590
1314	1738	0.6790997501
1314	3771	0.5850179393
1314	4148	0.6507913735
1314	5054	0.1252448582
1314	5800	0.5965587590
1314	6433	0.6875238728
1314	6813	0.6063390626
1314	6826	0.6470588235
1314	7486	0.6482037236
1314	7963	0.5854905538
1315	1931	0.1345345588
1315	2341	0.4850712501
1315	2705	0.4880935301
1315	3368	0.0970142500
1315	3681	0.5041841734
1315	3888	0.5144957554
1315	4413	0.4763305116
1315	5055	0.3500700210
1315	5204	0.4117647059
1315	6186	0.1252448582
1315	6326	0.5850179393
1315	7245	0.3889222341
1315	8905	0.4387634545
1315	9247	0.4870881870
1315	9273	0.5041841734
1315	9897	0.5009794329
1316	2147	0.2614881802
1316	3229	0.4001633653
1316	3433	0.4114755999
1316	4921	0.2519763153
1316	5022	0.3779644730
1316	5063	0.5157106231
1316	5310	0.2946278255
1316	6113	0.4001633653
1316	6629	0.3651483717
1316	8800	0.3651483717
1316	8841	0.4169751944
1316	9054	0.4124789557
1316	9178	0.4303314829
1316	9338	0.1259881577
1316	9403	0.2842676218
1317	1916	0.0739726721
1317	2607	0.3253956867
1317	2610	0.3049247893
1317	2738	0.2590531481
1317	3199	0.3147557901
1317	3305	0.1345345588
1317	3350	0.1112829768
1317	3459	0.3529411765
1317	3495	0.2800560168
1317	4214	0.3894904189
1317	4692	0.1980295086
1317	7764	0.3894904189
1317	7874	0.3464794643
1317	8607	0.3049247893
1318	1978	0.2970442629
1318	2858	0.0990147543
1318	3139	0.5520524475
1318	3375	0.4454354032
1318	4762	0.2635231383
1318	5087	0.2461829820
1318	5357	0.2946278255
1318	5531	0.3481553119
1318	5659	0.6254627916
1318	5723	0.3692744729
1318	5902	0.5222329679
1318	6352	0.4330127019
1318	6439	0.3849001795
1318	7787	0.2721655270
1318	7963	0.0758098044
1318	9126	0.3077287274
1318	9282	0.4564354646
1318	9411	0.5933661040
1318	9509	0.4592793268
1319	2889	0.2314550249
1319	3006	0.2800560168
1319	3822	0.1132277034
1319	3906	0.1490711985
1319	5940	0.2314550249
1319	8055	0.2886751346
1319	8216	0.2581988897
1319	8987	0.1543033500
1319	9817	0.2886751346
1320	2952	0.1252448582
1320	3017	0.4244373438
1320	3336	0.3131121455
1320	4621	0.1944611171
1320	4760	0.4244373438
1320	5012	0.4387634545
1320	5192	0.4900980294
1320	5937	0.2690691176
1320	6214	0.3031695313
1320	6589	0.1084652289
1320	7940	0.3796283012
1320	8859	0.3233808334
1321	2063	0.4665694748
1321	4217	0.1091089451
1321	6436	0.3343669275
1321	6477	0.4076871242
1321	7233	0.3065696697
1321	7600	0.3678836037
1321	7703	0.2786391063
1321	7798	0.4279604925
1321	8948	0.4114755999
1321	9165	0.2223747950
1321	9506	0.3340765524
1322	1593	0.3988620176
1322	1744	0.4891159880
1322	1939	0.4045199175
1322	2101	0.6126374746
1322	2821	0.2849014411
1322	3060	0.4797016118
1322	4326	0.2696799450
1322	6339	0.4954336943
1322	6493	0.4787135539
1322	6666	0.3418817294
1322	6681	0.4020151261
1322	6687	0.5582905262
1322	6701	0.5321811564
1322	6875	0.1100963765
1322	7985	0.4653789210
1322	8199	0.5640760748
1322	9005	0.1230914910
1322	9453	0.1100963765
1322	9491	0.3853373178
1322	9822	0.4797016118
1323	1808	0.3640728218
1323	4759	0.3464794643
1323	5534	0.4387634545
1323	5697	0.1176470588
1323	5783	0.3259348680
1323	5995	0.1011443475
1323	7547	0.1176470588
1323	7584	0.4383570038
1323	8292	0.3363363970
1323	8572	0.4537426065
1323	8944	0.3102526140
1323	9327	0.3360672202
1323	9475	0.4451319073
1323	9519	0.3619613830
1323	9820	0.4117647059
1323	9951	0.1212678125
1324	2248	0.1632993162
1324	2750	0.5078333751
1324	6186	0.4082482905
1324	6390	0.1450952500
1324	8798	0.2860387768
1325	1979	0.4136701520
1325	2347	0.2750095491
1325	2549	0.0715198540
1325	2683	0.0951302988
1325	3630	0.4601789933
1325	3950	0.3208444740
1325	4061	0.4125143237
1325	4120	0.5492190700
1325	4554	0.2853908965
1325	4600	0.3253956867
1325	4623	0.3638034376
1325	4744	0.0786889475
1325	4786	0.4550910273
1325	5099	0.2970442629
1325	5236	0.2750095491
1325	6856	0.4550910273
1325	7128	0.3001225240
1325	7305	0.2970442629
1325	7413	0.4218307439
1325	7596	0.1034175380
1325	7855	0.4159451654
1325	7931	0.3001225240
1325	8468	0.5310078243
1325	9105	0.0857492926
1325	9232	0.3934447377
1325	9246	0.3889222341
1325	9842	0.4116646537
1325	9861	0.0748481189
1326	1472	0.3817708578
1326	2884	0.1406421693
1326	4609	0.3144854510
1326	5931	0.4236592729
1326	7188	0.3595462478
1326	7867	0.2690691176
1326	8894	0.3396831102
1326	9137	0.2773500981
1326	9747	0.3580574370
1327	1596	0.6577935145
1327	1827	0.0674199862
1327	3132	0.5965587590
1327	3175	0.4961389384
1327	3241	0.5965587590
1327	4411	0.6067798762
1327	4488	0.4618802154
1327	4591	0.4949747468
1327	4700	0.4780914437
1327	5371	0.4961389384
1327	5984	0.1348399725
1327	6189	0.6527533658
1327	7766	0.5367450401
1327	9177	0.5196152423
1327	9308	0.4719399037
1328	1927	0.4803844614
1328	2603	0.6405126152
1328	2908	0.5017452060
1328	3687	0.5929994533
1328	4929	0.1386750491
1328	6147	0.5017452060
1328	6281	0.6201736729
1328	8213	0.6657502859
1328	8288	0.4902903378
1328	8707	0.5017452060
1329	2510	0.2585438450
1329	3193	0.4338609156
1329	3354	0.4045773899
1329	3428	0.1296407447
1329	3551	0.3987261114
1329	4972	0.3799802978
1329	5059	0.2018018382
1329	5112	0.3638034376
1329	5924	0.4537426065
1329	6914	0.1143323901
1329	9093	0.4117647059
1329	9164	0.2910427500
1329	9791	0.3799802978
1329	9954	0.3429971703
1330	1614	0.3779644730
1330	2568	0.4391550328
1330	2570	0.4763305116
1330	2944	0.5263613560
1330	4933	0.4082482905
1330	5178	0.5381220025
1330	5656	0.3704792868
1330	6194	0.6017934766
1330	6276	0.4665694748
1330	6448	0.6007514092
1330	7199	0.4234048992
1330	7441	0.4279604925
1330	7511	0.5248906592
1330	7517	0.4391550328
1330	8715	0.6077897411
1330	8879	0.5135525910
1330	9324	0.4536323544
1331	1579	0.2504897164
1331	1852	0.0860662966
1331	2144	0.3426241444
1331	2696	0.3350831266
1331	2812	0.2656844657
1331	3275	0.3099652099
1331	3621	0.0600300225
1331	3761	0.2817180849
1331	3786	0.1463850109
1331	3865	0.0778498944
1331	4192	0.2449489743
1331	4377	0.2656844657
1331	5312	0.1675415633
1331	5860	0.1721325932
1331	6047	0.3771236166
1331	6218	0.3350831266
1331	6585	0.3496029494
1331	6948	0.3651483717
1331	7709	0.2581988897
1331	7806	0.3105295017
1331	7853	0.2513123450
1331	8127	0.1651445648
1331	8305	0.2581988897
1331	8609	0.1519109051
1331	9118	0.1100963765
1331	9421	0.2357022604
1331	9830	0.3912303982
1332	1707	0.4250237185
1332	1730	0.4689350120
1332	1968	0.3370526488
1332	2675	0.2472256930
1332	2854	0.2409657987
1332	2887	0.2694079530
1332	4947	0.3232895436
1332	5786	0.2811267651
1332	5947	0.2245066275
1332	5956	0.0996270963
1332	5985	0.2400076804
1332	6778	0.2952692977
1332	6871	0.2318694479
1332	7045	0.3246172270
1332	8361	0.3246172270
1332	8379	0.3054799050
1332	8520	0.3386670053
1332	8615	0.3985083851
1332	8862	0.4139298448
1332	8868	0.2178034209
1332	8951	0.0718421208
1332	9788	0.3666177876
1332	9907	0.0927477792
1332	9929	0.2988812888
1333	2253	0.3605183418
1333	2361	0.4270084101
1333	4321	0.1345345588
1333	6181	0.1307440901
1333	6679	0.2490677407
1333	7629	0.3268602252
1333	7993	0.3076923077
1333	8467	0.4453993341
1333	8791	0.4036036764
1333	8989	0.4139186772
1333	9206	0.3396831102
1334	1947	0.5863019700
1334	2135	0.6669729688
1334	2356	0.7826237921
1334	2478	0.5000000000
1334	4253	0.5276448530
1334	4273	0.0597614305
1334	5692	0.5303300859
1334	6270	0.4743416490
1334	7360	0.6495190528
1334	8580	0.1212678125
1334	8618	0.6481812161
1334	9156	0.5031152949
1335	2121	0.2223747950
1335	2802	0.1195228609
1335	4273	0.2236067977
1335	5559	0.1010152545
1335	5584	0.4029114820
1335	5795	0.0690065559
1335	6887	0.2070196678
1335	7095	0.1267731382
1335	7188	0.0629940788
1335	7774	0.2672612419
1335	8132	0.2439750182
1335	9189	0.1690308509
1336	2027	0.1067521025
1336	2604	0.2545139052
1336	2618	0.2620712092
1336	4867	0.1698415551
1336	6609	0.2596909893
1336	6930	0.2719641466
1336	6963	0.3268602252
1336	8661	0.2060104810
1336	9247	0.1012739367
1336	9775	0.1538461538
1336	9779	0.1240347346
1337	1704	0.6000000000
1337	1871	0.6227991553
1337	2507	0.1333333333
1337	3048	0.7161148740
1337	5736	0.5962847940
1337	6244	0.4670993665
1337	6246	0.5217491947
1337	6273	0.6210590034
1337	6656	0.5728918992
1337	6759	0.6454972244
1337	7812	0.6515837655
1337	8690	0.3892494721
1337	9374	0.6445033866
1338	2727	0.3042903097
1338	3910	0.1154700538
1338	3992	0.3265986324
1338	4938	0.3012974309
1338	5395	0.1032795559
1338	5796	0.3302891295
1338	6514	0.1217161239
1338	7669	0.4000000000
1338	9372	0.3227486122
1338	9636	0.3975231960
1338	9649	0.3253956867
1339	1383	0.5045249791
1339	1506	0.3214121733
1339	1819	0.5687964590
1339	1908	0.1100963765
1339	2153	0.1182624792
1339	4080	0.3547874376
1339	5054	0.4403855061
1339	5104	0.4891159880
1339	5441	0.4750845495
1339	6156	0.4187178947
1339	6164	0.5464006946
1339	6169	0.4029114820
1339	6213	0.3102526140
1339	6907	0.4308202184
1339	8171	0.5017452060
1339	8173	0.4139186772
1339	8906	0.0953462589
1340	1608	0.4949747468
1340	1625	0.6507913735
1340	1731	0.4618802154
1340	2109	0.6149186938
1340	3045	0.1240347346
1340	3134	0.4183300133
1340	3433	0.0975900073
1340	4100	0.5590169944
1340	4292	0.6338656910
1340	5353	0.6343350474
1340	5748	0.0953462589
1340	6712	0.5809475019
1340	8014	0.4045199175
1340	8157	0.3370999312
1340	8838	0.6139406135
1341	1573	0.3441236008
1341	2244	0.1250000000
1341	2348	0.2425356250
1341	2943	0.1042572070
1341	3336	0.3227486122
1341	4760	0.3125000000
1341	5192	0.2886751346
1341	6077	0.4522670169
1341	6137	0.3432032365
1341	9520	0.3015113446
1341	9884	0.4160251472
1342	1349	0.1825741858
1342	1623	0.3889087297
1342	1642	0.2700308624
1342	2199	0.3774147062
1342	2281	0.0857492926
1342	2623	0.0944911183
1342	2916	0.2572478777
1342	3296	0.2500000000
1342	3425	0.3550234734
1342	3700	0.2916666667
1342	3741	0.1825741858
1342	3914	0.2834733548
1342	4571	0.2551551815
1342	4727	0.3731012536
1342	4828	0.3385016002
1342	5005	0.2941742027
1342	5020	0.2916666667
1342	5111	0.2314550249
1342	5623	0.1677050983
1342	5893	0.1369306394
1342	6106	0.0753778361
1342	6620	0.0589255651
1342	7105	0.4564354646
1342	7473	0.3234983196
1342	7581	0.3432032365
1342	7604	0.2738612788
1342	8334	0.0533001791
1342	8407	0.3093592168
1343	2862	0.3539191986
1343	3516	0.3977961265
1343	4261	0.3851644433
1343	4309	0.3421929554
1343	4782	0.3546496828
1343	4925	0.1428571429
1343	5343	0.3988620176
1343	5939	0.3535533906
1343	6755	0.6131393395
1343	8980	0.4677071733
1343	9031	0.2857142857
1343	9566	0.5185629788
1344	2438	0.4140393356
1344	2817	0.4307055216
1344	2931	0.1126872340
1344	4801	0.3227486122
1344	5157	0.3350831266
1344	5643	0.3761920624
1344	6838	0.3757345747
1344	8164	0.2666666667
1344	8305	0.1217161239
1344	9708	0.1184697756
1345	1566	0.5457051563
1345	1734	0.1178511302
1345	2293	0.3608439182
1345	4946	0.6255432422
1345	5687	0.5457051563
1345	5801	0.4008918629
1345	5864	0.5455447256
1345	7007	0.5500000000
1345	7217	0.5000000000
1345	7872	0.3750000000
1345	8135	0.3952847075
1345	8797	0.6187184335
1345	9315	0.4853626717
1346	1362	0.2911616158
1346	1560	0.2100420126
1346	2315	0.2219180164
1346	2627	0.2526035912
1346	3608	0.3300491810
1346	3638	0.1034175380
1346	5858	0.1462544848
1346	6170	0.1345345588
1346	6601	0.2504897164
1346	6886	0.0990147543
1346	8269	0.2392356668
1346	8346	0.1176470588
1346	8698	0.2800560168
1346	9999	0.2711630723
1347	1549	0.3952847075
1347	2381	0.4359286453
1347	2493	0.4448782605
1347	2841	0.3307189139
1347	3382	0.4348131783
1347	3535	0.4287464629
1347	3913	0.4596194078
1347	3960	0.5043083611
1347	5167	0.4583333333
1347	5508	0.0883883476
1347	6334	0.3557562368
1347	6413	0.3392002626
1347	6473	0.4055535528
1347	6486	0.3779644730
1347	6918	0.3093592168
1347	6931	0.4866642634
1347	6933	0.3649981975
1347	6942	0.0980580676
1347	7605	0.4797016118
1347	7689	0.3282660821
1347	8033	0.3585685828
1347	8042	0.3195048252
1347	8082	0.0944911183
1347	8194	0.4792572378
1347	8629	0.2766992953
1347	9038	0.4107919181
1347	9076	0.4500000000
1347	9528	0.4569538469
1347	9624	0.4419417382
1347	9674	0.5249007843
1348	1465	0.1400280084
1348	3128	0.5217491947
1348	5427	0.4472135955
1348	5826	0.3973597071
1348	6744	0.5555555556
1348	8023	0.5604485383
1348	8917	0.4803844614
1349	1697	0.2309401077
1349	2101	0.1309307341
1349	3296	0.1825741858
1349	4287	0.2369395511
1349	5808	0.3302891295
1349	6036	0.2666666667
1349	6687	0.1690308509
1349	6747	0.2094269541
1349	6851	0.2691909510
1349	7581	0.2864459496
1349	8824	0.2817180849
1349	9904	0.1154700538
1350	1993	0.1217161239
1350	2335	0.3149703942
1350	2855	0.0846667513
1350	2973	0.3012320380
1350	3164	0.4866642634
1350	3943	0.2948839123
1350	5135	0.3692744729
1350	5870	0.3244428423
1350	6029	0.2946278255
1350	6158	0.0982946374
1350	6515	0.1360827635
1350	7055	0.1360827635
1350	7564	0.2614881802
1350	9254	0.3692744729
1350	9499	0.3333333333
1351	2439	0.5368754922
1351	2576	0.3296902367
1351	3992	0.1000000000
1351	4618	0.4697761756
1351	9354	0.0912870929
1352	1763	0.3151875403
1352	2639	0.1259881577
1352	2833	0.3333333333
1352	2978	0.1749635531
1352	3467	0.3919309008
1352	3880	0.4082482905
1352	4127	0.1587768372
1352	4849	0.3086066999
1352	4870	0.2730094531
1352	5481	0.1166423687
1352	5535	0.4095141797
1352	5949	0.3118047822
1352	7660	0.3217447260
1352	8282	0.1315903390
1352	8554	0.4909902530
1352	8965	0.3809523810
1353	3302	0.3726779962
1353	4771	0.3405026123
1353	5242	0.3500700210
1353	5323	0.3965257929
1353	7281	0.3535533906
1353	7843	0.4618802154
1353	8904	0.3227486122
1353	9221	0.2649064714
1353	9565	0.3750000000
1354	4914	0.4225771274
1354	5379	0.1318760947
1354	6009	0.3227486122
1354	7828	0.3508232077
1354	9029	0.1754116039
1355	1613	0.3692744729
1355	1772	0.3149703942
1355	2356	0.1290994449
1355	3380	0.3367876570
1355	4373	0.1889822365
1355	6748	0.1443375673
1355	7457	0.2372894989
1355	8104	0.2721655270
1355	8334	0.0870388280
1355	9153	0.2581988897
1355	9543	0.1490711985
1356	1769	0.7324670208
1356	2654	0.3580574370
1356	2930	0.5217491947
1356	2955	0.0860662966
1356	3178	0.4082482905
1356	3598	0.1184697756
1356	3892	0.6888467202
1356	4032	0.4898979486
1356	7725	0.4000000000
1356	8919	0.3333333333
1356	9586	0.3113995777
1356	9736	0.4000000000
1356	9876	0.4954336943
1356	9959	0.5217491947
1357	1730	0.0685188710
1357	3216	0.2886751346
1357	4133	0.2611164839
1357	6022	0.2405626122
1357	6135	0.4351941399
1357	6805	0.3149703942
1357	6919	0.3195048252
1357	7319	0.3405026123
1357	8076	0.1601281538
1357	8385	0.3012320380
1358	1589	0.4123930494
1358	2054	0.3086066999
1358	2120	0.3984095364
1358	2710	0.4320493799
1358	3138	0.3563483225
1358	3269	0.3585685828
1358	3313	0.3423683940
1358	3506	0.5091750772
1358	3920	0.0605227533
1358	4350	0.0470620805
1358	4408	0.0748481189
1358	4763	0.3851644433
1358	4788	0.6681531048
1358	4926	0.5050762723
1358	4976	0.5263613560
1358	5100	0.3984095364
1358	5210	0.4454354032
1358	5468	0.2791452631
1358	5681	0.4865127726
1358	5703	0.3857583749
1358	5966	0.5757201005
1358	5967	0.4000661321
1358	6320	0.3423683940
1358	6757	0.3563483225
1358	6844	0.3450327797
1358	6848	0.3984095364
1358	6993	0.4040610178
1358	7002	0.3851644433
1358	7221	0.4707565418
1358	7229	0.5014858874
1358	7478	0.4724555913
1358	7802	0.3721936842
1358	8178	0.0690065559
1358	8247	0.4536323544
1358	8628	0.0657951695
1358	9532	0.2227177016
1359	1815	0.3674047168
1359	2880	0.3015113446
1359	4079	0.3892494721
1359	5480	0.3618136135
1359	7252	0.1462544848
1359	7510	0.4834937784
1359	8047	0.3656362121
1359	9277	0.3370999312
1360	1751	0.2201927530
1360	3104	0.0953462589
1360	3548	0.3481553119
1360	4060	0.2272727273
1360	4832	0.2882999881
1360	5823	0.2010075631
1360	5869	0.1599005373
1360	6837	0.2752409413
1360	6965	0.3619613830
1360	7087	0.1846372365
1360	7373	0.2585438450
1360	7456	0.1507556723
1360	8257	0.2934695928
1360	8438	0.1182624792
1360	8985	0.1956463952
1360	9597	0.2272727273
1360	9621	0.3072549339
1360	9715	0.2860387768
1361	1504	0.4532471039
1361	1664	0.3629330932
1361	2733	0.0996270963
1361	2786	0.5574519604
1361	3130	0.6286185571
1361	3192	0.0846667513
1361	3343	0.4483219332
1361	3491	0.5184758474
1361	4335	0.4637388958
1361	4343	0.3985083851
1361	5205	0.5243041204
1361	5710	0.4173650062
1361	5729	0.5101127853
1361	6171	0.5837172316
1361	6328	0.4939145806
1361	7050	0.5926672593
1361	7530	0.0996270963
1361	7675	0.3407771005
1361	7914	0.4147806779
1361	8475	0.6788442333
1361	8729	0.5747369665
1361	9021	0.4791675261
1361	9381	0.3975732840
1361	9743	0.3920461577
1361	9873	0.0824085643
1362	1975	0.3985266985
1362	2016	0.4136701520
1362	2315	0.4184526248
1362	2394	0.4455663943
1362	2838	0.4140043409
1362	3414	0.5253284329
1362	3608	0.5601120336
1362	4482	0.0606339063
1362	4553	0.2585438450
1362	4950	0.2585438450
1362	5523	0.2970442629
1362	5983	0.3542459542
1362	6063	0.3934447377
1362	6482	0.4159451654
1362	6577	0.3699700367
1362	6990	0.3218393429
1362	7254	0.3368165349
1362	7382	0.4042260417
1362	7445	0.3743506489
1362	7507	0.0951302988
1362	7508	0.3208444740
1362	7975	0.2911616158
1362	8269	0.4511070995
1362	8462	0.4327892115
1362	8689	0.3327561323
1362	8698	0.3630540991
1362	9553	0.0885614886
1362	9664	0.4562775011
1362	9969	0.4042260417
1362	9999	0.3451342450
1363	2194	0.4677071733
1363	6103	0.3900947488
1363	6767	0.5185629788
1363	7529	0.5039526307
1363	7559	0.3706246583
1363	7932	0.2004459314
1363	8019	0.4183300133
1363	8369	0.1226278679
1363	8404	0.4252100321
1363	8811	0.4879500365
1363	9668	0.4447495900
1363	9955	0.4008918629
1364	1418	0.4705882353
1364	2260	0.3067859955
1364	2554	0.4708709558
1364	4442	0.5009794329
1364	4938	0.0707549138
1364	4991	0.4036036764
1364	5083	0.4383570038
1364	5229	0.5423261445
1364	6972	0.1345345588
1364	7025	0.5134360308
1364	7293	0.4200840252
1364	7747	0.4537426065
1365	3487	0.2500000000
1365	4074	0.3340765524
1365	4273	0.2689264371
1365	4299	0.1563858105
1365	4983	0.3750000000
1365	5922	0.2236067977
1365	6618	0.0753778361
1365	7095	0.3162277660
1365	7829	0.2773500981
1365	7952	0.4008918629
1365	8259	0.2867696673
